,datetime,MAG_K500
25019,2021-06-19 21:31:34+00:00,45.04631169871636
25020,2021-06-19 21:31:35+00:00,45.00000723704303
25021,2021-06-19 21:31:36+00:00,44.953571287113746
25022,2021-06-19 21:31:37+00:00,44.90710247425835
25023,2021-06-19 21:31:38+00:00,44.86275427495224
25024,2021-06-19 21:31:39+00:00,44.81790804377063
25025,2021-06-19 21:31:40+00:00,44.77327574005051
25026,2021-06-19 21:31:41+00:00,44.72722212771772
25027,2021-06-19 21:31:42+00:00,44.67907350549906
25028,2021-06-19 21:31:43+00:00,44.63077061244339
25029,2021-06-19 21:31:44+00:00,44.58188434118851
25030,2021-06-19 21:31:45+00:00,44.531557053576556
25031,2021-06-19 21:31:46+00:00,44.480107439335185
25032,2021-06-19 21:31:47+00:00,44.42710101229223
25033,2021-06-19 21:31:48+00:00,44.37210103121884
25034,2021-06-19 21:31:49+00:00,44.31618525998991
25035,2021-06-19 21:31:50+00:00,44.2622111898546
25036,2021-06-19 21:31:51+00:00,44.20823814162173
25037,2021-06-19 21:31:52+00:00,44.15388019634435
25038,2021-06-19 21:31:53+00:00,44.09862993563236
25039,2021-06-19 21:31:54+00:00,44.043380673842535
25040,2021-06-19 21:31:55+00:00,43.98856551771969
25041,2021-06-19 21:31:56+00:00,43.93374285442809
25042,2021-06-19 21:31:57+00:00,43.8793168519266
25043,2021-06-19 21:31:58+00:00,43.82481594027361
25044,2021-06-19 21:31:59+00:00,43.771163486361594
25045,2021-06-19 21:32:00+00:00,43.719461873771095
25046,2021-06-19 21:32:01+00:00,43.66776026118062
25047,2021-06-19 21:32:02+00:00,43.616058648590126
25048,2021-06-19 21:32:03+00:00,43.56361551315666
25049,2021-06-19 21:32:04+00:00,43.507650098508776
25050,2021-06-19 21:32:05+00:00,43.448799453224886
25051,2021-06-19 21:32:06+00:00,43.38795099550867
25052,2021-06-19 21:32:07+00:00,43.326354792618055
25053,2021-06-19 21:32:08+00:00,43.26475858972744
25054,2021-06-19 21:32:09+00:00,43.20316238683682
25055,2021-06-19 21:32:10+00:00,43.14156618394621
25056,2021-06-19 21:32:11+00:00,43.080125952029405
25057,2021-06-19 21:32:12+00:00,43.01849418128154
25058,2021-06-19 21:32:13+00:00,42.95713981919585
25059,2021-06-19 21:32:14+00:00,42.89578545711017
25060,2021-06-19 21:32:15+00:00,42.834431095024485
25061,2021-06-19 21:32:16+00:00,42.77307673293879
25062,2021-06-19 21:32:17+00:00,42.7117223708531
25063,2021-06-19 21:32:18+00:00,42.649172551772224
25064,2021-06-19 21:32:19+00:00,42.5894077794772
25065,2021-06-19 21:32:20+00:00,42.53141885919459
25066,2021-06-19 21:32:21+00:00,42.473538967698445
25067,2021-06-19 21:32:22+00:00,42.416195652883935
25068,2021-06-19 21:32:23+00:00,42.359184071120005
25069,2021-06-19 21:32:24+00:00,42.30285475321933
25070,2021-06-19 21:32:25+00:00,42.24563116711196
25071,2021-06-19 21:32:26+00:00,42.18850439209833
25072,2021-06-19 21:32:27+00:00,42.13170448568578
25073,2021-06-19 21:32:28+00:00,42.07549953443864
25074,2021-06-19 21:32:29+00:00,42.019643522212135
25075,2021-06-19 21:32:30+00:00,41.96442617700048
25076,2021-06-19 21:32:31+00:00,41.90908717338568
25077,2021-06-19 21:32:32+00:00,41.85442708590756
25078,2021-06-19 21:32:33+00:00,41.800351637857
25079,2021-06-19 21:32:34+00:00,41.746237930158536
25080,2021-06-19 21:32:35+00:00,41.69208596281219
25081,2021-06-19 21:32:36+00:00,41.63789573581795
25082,2021-06-19 21:32:37+00:00,41.5836672491758
25083,2021-06-19 21:32:38+00:00,41.529331975602226
25084,2021-06-19 21:32:39+00:00,41.475220024886
25085,2021-06-19 21:32:40+00:00,41.421794458929
25086,2021-06-19 21:32:41+00:00,41.3690263594462
25087,2021-06-19 21:32:42+00:00,41.31671696956041
25088,2021-06-19 21:32:43+00:00,41.265264308301774
25089,2021-06-19 21:32:44+00:00,41.21471801921688
25090,2021-06-19 21:32:45+00:00,41.162391791630114
25091,2021-06-19 21:32:46+00:00,41.110027304395466
25092,2021-06-19 21:32:47+00:00,41.057624557512916
25093,2021-06-19 21:32:48+00:00,41.00518355098247
25094,2021-06-19 21:32:49+00:00,40.95270428480413
25095,2021-06-19 21:32:50+00:00,40.9001867589779
25096,2021-06-19 21:32:51+00:00,40.847630973503776
25097,2021-06-19 21:32:52+00:00,40.79503692838177
25098,2021-06-19 21:32:53+00:00,40.74155950658346
25099,2021-06-19 21:32:54+00:00,40.68719401092587
25100,2021-06-19 21:32:55+00:00,40.632790255620385
25101,2021-06-19 21:32:56+00:00,40.57834824066701
25102,2021-06-19 21:32:57+00:00,40.52386796606574
25103,2021-06-19 21:32:58+00:00,40.469349431816575
25104,2021-06-19 21:32:59+00:00,40.41520463481276
25105,2021-06-19 21:33:00+00:00,40.361553906966456
25106,2021-06-19 21:33:01+00:00,40.30786491947226
25107,2021-06-19 21:33:02+00:00,40.25413767233017
25108,2021-06-19 21:33:03+00:00,40.25443872749637
25109,2021-06-19 21:33:04+00:00,40.25470152301468
25110,2021-06-19 21:33:05+00:00,40.254926058885104
25111,2021-06-19 21:33:06+00:00,40.255112335107626
25112,2021-06-19 21:33:07+00:00,40.25526035168225
25113,2021-06-19 21:33:08+00:00,40.255370108609
25114,2021-06-19 21:33:09+00:00,40.25544160588784
25115,2021-06-19 21:33:10+00:00,40.25628286703461
25116,2021-06-19 21:33:11+00:00,40.25792154560132
25117,2021-06-19 21:33:12+00:00,40.260386809162014
25118,2021-06-19 21:33:13+00:00,40.26398085430473
25119,2021-06-19 21:33:14+00:00,40.27017674967918
25120,2021-06-19 21:33:15+00:00,40.27868715072354
25121,2021-06-19 21:33:16+00:00,40.2886437474796
25122,2021-06-19 21:33:17+00:00,40.298358824045046
25123,2021-06-19 21:33:18+00:00,40.307832380419875
25124,2021-06-19 21:33:19+00:00,40.31706441660409
25125,2021-06-19 21:33:20+00:00,40.3260549325977
25126,2021-06-19 21:33:21+00:00,40.33480392840069
25127,2021-06-19 21:33:22+00:00,40.34331140401306
25128,2021-06-19 21:33:23+00:00,40.35157735943481
25129,2021-06-19 21:33:24+00:00,40.35960179466596
25130,2021-06-19 21:33:25+00:00,40.3673847097065
25131,2021-06-19 21:33:26+00:00,40.37492610455642
25132,2021-06-19 21:33:27+00:00,40.38222597921571
25133,2021-06-19 21:33:28+00:00,40.38928433368441
25134,2021-06-19 21:33:29+00:00,40.39610116796248
25135,2021-06-19 21:33:30+00:00,40.40267648204994
25136,2021-06-19 21:33:31+00:00,40.409010275946784
25137,2021-06-19 21:33:32+00:00,40.41510254965302
25138,2021-06-19 21:33:33+00:00,40.420953303168645
25139,2021-06-19 21:33:34+00:00,40.42656253649364
25140,2021-06-19 21:33:35+00:00,40.43193024962803
25141,2021-06-19 21:33:36+00:00,40.4370564425718
25142,2021-06-19 21:33:37+00:00,40.441941115324965
25143,2021-06-19 21:33:38+00:00,40.44658426788751
25144,2021-06-19 21:33:39+00:00,40.45098590025945
25145,2021-06-19 21:33:40+00:00,40.45514601244076
25146,2021-06-19 21:33:41+00:00,40.45906460443146
25147,2021-06-19 21:33:42+00:00,40.46274167623155
25148,2021-06-19 21:33:43+00:00,40.46617722784102
25149,2021-06-19 21:33:44+00:00,40.46937125925989
25150,2021-06-19 21:33:45+00:00,40.47232377048813
25151,2021-06-19 21:33:46+00:00,40.47503476152577
25152,2021-06-19 21:33:47+00:00,40.47750423237278
25153,2021-06-19 21:33:48+00:00,40.47973218302919
25154,2021-06-19 21:33:49+00:00,40.48171861349498
25155,2021-06-19 21:33:50+00:00,40.48346352377014
25156,2021-06-19 21:33:51+00:00,40.48496691385472
25157,2021-06-19 21:33:52+00:00,40.486228783748665
25158,2021-06-19 21:33:53+00:00,40.487249133451996
25159,2021-06-19 21:33:54+00:00,40.488027962964715
25160,2021-06-19 21:33:55+00:00,40.48856527228681
25161,2021-06-19 21:33:56+00:00,40.4888610614183
25162,2021-06-19 21:33:57+00:00,40.488915330359184
25163,2021-06-19 21:33:58+00:00,40.488728079109435
25164,2021-06-19 21:33:59+00:00,40.48829930766908
25165,2021-06-19 21:34:00+00:00,40.48762901603812
25166,2021-06-19 21:34:01+00:00,40.48671720421653
25167,2021-06-19 21:34:02+00:00,40.48556387220434
25168,2021-06-19 21:34:03+00:00,40.48416902000153
25169,2021-06-19 21:34:04+00:00,40.48253264760811
25170,2021-06-19 21:34:05+00:00,40.48065475502406
25171,2021-06-19 21:34:06+00:00,40.478535342249415
25172,2021-06-19 21:34:07+00:00,40.47617440928415
25173,2021-06-19 21:34:08+00:00,40.46852168260635
25174,2021-06-19 21:34:09+00:00,40.46170217848422
25175,2021-06-19 21:34:10+00:00,40.45467941381936
25176,2021-06-19 21:34:11+00:00,40.447453388611784
25177,2021-06-19 21:34:12+00:00,40.440024102861486
25178,2021-06-19 21:34:13+00:00,40.432391556568476
25179,2021-06-19 21:34:14+00:00,40.42455574973274
25180,2021-06-19 21:34:15+00:00,40.41651668235427
25181,2021-06-19 21:34:16+00:00,40.40827435443309
25182,2021-06-19 21:34:17+00:00,40.39840866628423
25183,2021-06-19 21:34:18+00:00,40.38852421052162
25184,2021-06-19 21:34:19+00:00,40.378620987145254
25185,2021-06-19 21:34:20+00:00,40.36869899615513
25186,2021-06-19 21:34:21+00:00,40.35875823755126
25187,2021-06-19 21:34:22+00:00,40.34879871133363
25188,2021-06-19 21:34:23+00:00,40.33882041750225
25189,2021-06-19 21:34:24+00:00,40.32882335605711
25190,2021-06-19 21:34:25+00:00,40.31880752699822
25191,2021-06-19 21:34:26+00:00,40.308772930325574
25192,2021-06-19 21:34:27+00:00,40.298719566039175
25193,2021-06-19 21:34:28+00:00,40.28864743413903
25194,2021-06-19 21:34:29+00:00,40.278556534625125
25195,2021-06-19 21:34:30+00:00,40.26844686749747
25196,2021-06-19 21:34:31+00:00,40.25831843275604
25197,2021-06-19 21:34:32+00:00,40.248171230400885
25198,2021-06-19 21:34:33+00:00,40.23800526043196
25199,2021-06-19 21:34:34+00:00,40.227820522849285
25200,2021-06-19 21:34:35+00:00,40.217617017652856
25201,2021-06-19 21:34:36+00:00,40.207394744842674
25202,2021-06-19 21:34:37+00:00,40.197153704418746
25203,2021-06-19 21:34:38+00:00,40.18689389638105
25204,2021-06-19 21:34:39+00:00,40.1766153207296
25205,2021-06-19 21:34:40+00:00,40.16631797746441
25206,2021-06-19 21:34:41+00:00,40.156001866585456
25207,2021-06-19 21:34:42+00:00,40.14566698809275
25208,2021-06-19 21:34:43+00:00,40.13531334198628
25209,2021-06-19 21:34:44+00:00,40.12494092826607
25210,2021-06-19 21:34:45+00:00,40.114549746932106
25211,2021-06-19 21:34:46+00:00,40.10413979798439
25212,2021-06-19 21:34:47+00:00,40.09371108142291
25213,2021-06-19 21:34:48+00:00,40.08326359724769
25214,2021-06-19 21:34:49+00:00,40.0727973454587
25215,2021-06-19 21:34:50+00:00,40.06231232605597
25216,2021-06-19 21:34:51+00:00,40.05180853903947
25217,2021-06-19 21:34:52+00:00,40.04128598440923
25218,2021-06-19 21:34:53+00:00,40.030744662165226
25219,2021-06-19 21:34:54+00:00,40.02018457230748
25220,2021-06-19 21:34:55+00:00,40.00960571483597
25221,2021-06-19 21:34:56+00:00,39.99900808975071
25222,2021-06-19 21:34:57+00:00,39.988391697051696
25223,2021-06-19 21:38:03+00:00,39.97775653673893
25224,2021-06-19 21:38:04+00:00,39.92949940840903
25225,2021-06-19 21:38:05+00:00,39.88009634665723
25226,2021-06-19 21:38:06+00:00,39.829638445244974
25227,2021-06-19 21:38:07+00:00,39.77885983585708
25228,2021-06-19 21:38:08+00:00,39.72698035341248
25229,2021-06-19 21:38:09+00:00,39.674236153667856
25230,2021-06-19 21:38:10+00:00,39.62172552577964
25231,2021-06-19 21:38:11+00:00,39.568276898242345
25232,2021-06-19 21:38:12+00:00,39.51462647245367
25233,2021-06-19 21:38:13+00:00,39.461700083478135
25234,2021-06-19 21:38:14+00:00,39.40951293028562
25235,2021-06-19 21:38:15+00:00,39.35751027002209
25236,2021-06-19 21:38:16+00:00,39.30569210268752
25237,2021-06-19 21:38:17+00:00,39.254058428281915
25238,2021-06-19 21:38:18+00:00,39.20260924680528
25239,2021-06-19 21:38:19+00:00,39.15134455825763
25240,2021-06-19 21:38:20+00:00,39.10026436263892
25241,2021-06-19 21:38:21+00:00,39.04936865994918
25242,2021-06-19 21:38:22+00:00,38.99865745018842
25243,2021-06-19 21:38:23+00:00,38.94813073335661
25244,2021-06-19 21:38:24+00:00,38.897788509453775
25245,2021-06-19 21:38:25+00:00,38.84763077847991
25246,2021-06-19 21:38:26+00:00,38.79765754043502
25247,2021-06-19 21:38:27+00:00,38.74786879531909
25248,2021-06-19 21:38:28+00:00,38.69826454313212
25249,2021-06-19 21:38:29+00:00,38.648844783874125
25250,2021-06-19 21:38:30+00:00,38.59786334545357
25251,2021-06-19 21:38:31+00:00,38.54706639996197
25252,2021-06-19 21:38:32+00:00,38.49645394739934
25253,2021-06-19 21:38:33+00:00,38.44602598776568
25254,2021-06-19 21:38:34+00:00,38.39578252106099
25255,2021-06-19 21:38:35+00:00,38.34572354728526
25256,2021-06-19 21:38:36+00:00,38.2958490664385
25257,2021-06-19 21:38:37+00:00,38.246159078520705
25258,2021-06-19 21:38:38+00:00,38.19665358353188
25259,2021-06-19 21:38:39+00:00,38.14733258147203
25260,2021-06-19 21:38:40+00:00,38.09819607234113
25261,2021-06-19 21:38:41+00:00,38.04924405613921
25262,2021-06-19 21:38:42+00:00,38.000476532866244
25263,2021-06-19 21:38:43+00:00,37.95189350252226
25264,2021-06-19 21:38:44+00:00,37.903494965107235
25265,2021-06-19 21:38:45+00:00,37.85528092062118
25266,2021-06-19 21:38:46+00:00,37.80725136906409
25267,2021-06-19 21:38:47+00:00,37.75940631043596
25268,2021-06-19 21:38:48+00:00,37.711745744736824
25269,2021-06-19 21:38:49+00:00,37.664269671966636
25270,2021-06-19 21:38:50+00:00,37.616978092125414
25271,2021-06-19 21:38:51+00:00,37.56987100521316
25272,2021-06-19 21:38:52+00:00,37.52294841122987
25273,2021-06-19 21:38:53+00:00,37.47621031017556
25274,2021-06-19 21:38:54+00:00,37.429656702050195
25275,2021-06-19 21:38:55+00:00,37.38328758685382
25276,2021-06-19 21:38:56+00:00,37.33710296458641
25277,2021-06-19 21:38:57+00:00,37.29110283524795
25278,2021-06-19 21:38:58+00:00,37.24528719883846
25279,,
25280,,
25281,,
25282,,
25283,,
25284,,
25285,,
25286,,
25287,,
25288,,
25289,,
25290,,
25291,,
25292,,
25293,,
25294,,
25295,,
25296,,
25297,,
25298,,
25299,,
25300,,
25301,,
25302,,
25303,,
25304,,
25305,,
25306,,
25307,,
25308,,
25309,,
25310,,
25311,,
25312,,
25313,,
25314,,
25315,,
25316,,
25317,,
25318,,
25319,,
25320,,
25321,,
25322,,
25323,,
25324,,
25325,,
25326,,
25327,,
25328,,
25329,,
25330,,
25331,,
25332,,
25333,,
25334,,
25335,,
25336,,
25337,,
25338,,
25339,,
25340,,
25341,,
25342,,
25343,,
25344,,
25345,,
25346,,
25347,,
25348,,
25349,,
25350,,
25351,,
25352,,
25353,,
25354,,
25355,,
25356,,
25357,,
25358,,
25359,,
25360,,
25361,,
25362,,
25363,,
25364,,
25365,,
25366,,
25367,,
25368,,
25369,,
25370,,
25371,,
25372,,
25373,,
25374,,
25375,,
25376,,
25377,,
25378,,
25379,,
25380,,
25381,,
25382,,
25383,,
25384,,
25385,,
25386,,
25387,,
25388,,
25389,,
25390,,
25391,,
25392,,
25393,,
25394,,
25395,,
25396,,
25397,,
25398,,
25399,,
25400,,
25401,,
25402,,
25403,,
25404,,
25405,,
25406,,
25407,,
25408,,
25409,,
25410,,
25411,,
25412,,
25413,,
25414,,
25415,,
25416,,
25417,,
25418,,
25419,,
25420,,
25421,,
25422,,
25423,,
25424,,
25425,,
25426,,
25427,,
25428,,
25429,,
25430,,
25431,,
25432,,
25433,,
25434,,
25435,,
25436,,
25437,,
25438,,
25439,,
25440,,
25441,,
25442,,
25443,,
25444,,
25445,,
25446,,
25447,,
25448,,
25449,,
25450,,
25451,,
25452,,
25453,,
25454,,
25455,,
25456,,
25457,,
25458,,
25459,,
25460,,
25461,,
25462,,
25463,,
25464,,
25465,,
25466,,
25467,,
25468,,
25469,,
25470,,
25471,,
25472,,
25473,,
25474,,
25475,,
25476,,
25477,,
25478,,
25479,,
25480,,
25481,,
25482,,
25483,,
25484,,
25485,,
25486,,
25487,,
25488,,
25489,,
25490,,
25491,,
25492,,
25493,,
25494,,
25495,,
25496,,
25497,,
25498,,
25499,,
25500,,
25501,,
25502,,
25503,,
25504,,
25505,,
25506,,
25507,,
25508,,
25509,,
25510,,
25511,,
25512,,
25513,,
25514,,
25515,,
25516,,
25517,,
25518,,
25519,,
25520,,
25521,,
25522,,
25523,,
25524,,
25525,,
25526,,
25527,,
25528,,
25529,,
25530,,
25531,,
25532,,
25533,,
25534,,
25535,,
25536,,
25537,,
25538,,
25539,,
25540,,
25541,,
25542,,
25543,,
25544,,
25545,,
25546,,
25547,,
25548,,
25549,,
25550,,
25551,,
25552,,
25553,,
25554,,
25555,,
25556,,
25557,,
25558,,
25559,,
25560,,
25561,,
25562,,
25563,,
25564,,
25565,,
25566,,
25567,,
25568,,
25569,,
25570,,
25571,,
25572,,
25573,,
25574,,
25575,,
25576,,
25577,,
25578,,
25579,,
25580,,
25581,,
25582,,
25583,,
25584,,
25585,,
25586,,
25587,,
25588,,
25589,,
25590,,
25591,,
25592,,
25593,,
25594,,
25595,,
25596,,
25597,,
25598,2021-06-19 21:44:18+00:00,37.2614530687407
25599,2021-06-19 21:44:19+00:00,37.288632123690256
25600,2021-06-19 21:44:20+00:00,37.315295486466155
25601,2021-06-19 21:44:21+00:00,37.34144315706839
25602,2021-06-19 21:44:22+00:00,37.367075135496954
25603,2021-06-19 21:44:23+00:00,37.392191421751846
25604,2021-06-19 21:44:24+00:00,37.41638001893983
25605,2021-06-19 21:44:25+00:00,37.43952059514874
25606,2021-06-19 21:44:26+00:00,37.462145479184
25607,2021-06-19 21:44:27+00:00,37.48425467104558
25608,2021-06-19 21:44:28+00:00,37.451781608777324
25609,2021-06-19 21:44:29+00:00,37.41879285433539
25610,2021-06-19 21:44:30+00:00,37.385288407719784
25611,2021-06-19 21:44:31+00:00,37.351268268930525
25612,2021-06-19 21:44:32+00:00,37.31673243796759
25613,2021-06-19 21:44:33+00:00,37.281680914830986
25614,2021-06-19 21:44:34+00:00,37.24611369952072
25615,,
25616,,
25617,,
25618,,
25619,,
25620,,
25621,,
25622,,
25623,,
25624,,
25625,,
25626,,
25627,,
25628,,
25629,,
25630,,
25631,,
25632,,
25633,,
25634,,
25635,,
25636,,
25637,,
25638,,
25639,,
25640,,
25641,,
25642,,
25643,,
25644,,
25645,,
25646,,
25647,,
25648,,
25649,,
25650,,
25651,,
25652,,
25653,,
25654,,
25655,,
25656,,
25657,,
25658,,
25659,,
25660,,
25661,,
25662,,
25663,,
25664,,
25665,,
25666,,
25667,,
25668,,
25669,,
25670,,
25671,,
25672,,
25673,,
25674,,
25675,,
25676,,
25677,,
25678,,
25679,,
25680,,
25681,,
25682,,
25683,,
25684,,
25685,,
25686,,
25687,,
25688,,
25689,,
25690,,
25691,,
25692,,
25693,,
25694,,
25695,,
25696,,
25697,,
25698,,
25699,,
25700,,
25701,,
25702,,
25703,,
25704,,
25705,,
25706,,
25707,,
25708,,
25709,,
25710,,
25711,,
25712,,
25713,,
25714,,
25715,,
25716,,
25717,,
25718,,
25719,,
25720,,
25721,,
25722,,
25723,,
25724,,
25725,,
25726,,
25727,,
25728,,
25729,,
25730,,
25731,,
25732,,
25733,,
25734,,
25735,,
25736,,
25737,,
25738,,
25739,,
25740,,
25741,,
25742,,
25743,,
25744,,
25745,,
25746,,
25747,,
25748,,
25749,,
25750,,
25751,,
25752,,
25753,,
25754,,
25755,,
25756,,
25757,,
25758,,
25759,,
25760,,
25761,,
25762,,
25763,,
25764,,
25765,,
25766,,
25767,,
25768,,
25769,,
25770,,
25771,,
25772,,
25773,,
25774,,
25775,,
25776,,
25777,,
25778,,
25779,,
25780,,
25781,,
25782,,
25783,,
25784,,
25785,,
25786,,
25787,,
25788,,
25789,,
25790,,
25791,,
25792,,
25793,,
25794,,
25795,,
25796,,
25797,,
25798,,
25799,,
25800,,
25801,,
25802,,
25803,,
25804,,
25805,,
25806,,
25807,,
25808,,
25809,,
25810,,
25811,,
25812,,
25813,,
25814,,
25815,,
25816,,
25817,,
25818,,
25819,,
25820,,
25821,,
25822,,
25823,,
25824,,
25825,,
25826,,
25827,,
25828,,
25829,,
25830,,
25831,,
25832,,
25833,,
25834,,
25835,,
25836,,
25837,,
25838,,
25839,,
25840,,
25841,,
25842,,
25843,,
25844,,
25845,,
25846,,
25847,,
25848,,
25849,,
25850,,
25851,,
25852,,
25853,,
25854,,
25855,,
25856,,
25857,,
25858,,
25859,,
25860,,
25861,,
25862,,
25863,,
25864,,
25865,,
25866,,
25867,,
25868,,
25869,,
25870,,
25871,,
25872,,
25873,,
25874,,
25875,,
25876,,
25877,,
25878,,
25879,,
25880,,
25881,,
25882,,
25883,,
25884,,
25885,,
25886,,
25887,,
25888,,
25889,,
25890,,
25891,,
25892,,
25893,,
25894,,
25895,,
25896,,
25897,,
25898,,
25899,,
25900,,
25901,,
25902,,
25903,,
25904,,
25905,,
25906,,
25907,,
25908,,
25909,,
25910,,
25911,,
25912,,
25913,,
25914,,
25915,,
25916,,
25917,,
25918,,
25919,,
25920,,
25921,,
25922,,
25923,,
25924,,
25925,,
25926,,
25927,,
25928,,
25929,,
25930,,
25931,,
25932,,
25933,,
25934,,
25935,,
25936,,
25937,,
25938,,
25939,,
25940,,
25941,,
25942,,
25943,,
25944,,
25945,,
25946,,
25947,,
25948,,
25949,,
25950,,
25951,,
25952,,
25953,,
25954,,
25955,,
25956,,
25957,,
25958,,
25959,,
25960,,
25961,,
25962,,
25963,,
25964,,
25965,,
25966,,
25967,,
25968,,
25969,,
25970,,
25971,,
25972,,
25973,,
25974,,
25975,,
25976,,
25977,,
25978,,
25979,,
25980,,
25981,,
25982,,
25983,,
25984,,
25985,,
25986,,
25987,,
25988,,
25989,,
25990,,
25991,,
25992,,
25993,,
25994,,
25995,,
25996,,
25997,,
25998,,
25999,,
26000,,
26001,,
26002,,
26003,,
26004,,
26005,,
26006,,
26007,,
26008,,
26009,,
26010,,
26011,,
26012,,
26013,,
26014,,
26015,,
26016,,
26017,,
26018,,
26019,,
26020,,
26021,,
26022,,
26023,,
26024,,
26025,,
26026,,
26027,,
26028,,
26029,,
26030,,
26031,,
26032,,
26033,,
26034,,
26035,,
26036,,
26037,,
26038,,
26039,,
26040,,
26041,,
26042,,
26043,,
26044,,
26045,,
26046,,
26047,,
26048,,
26049,,
26050,,
26051,,
26052,,
26053,,
26054,,
26055,,
26056,,
26057,,
26058,,
26059,,
26060,,
26061,,
26062,,
26063,,
26064,,
26065,,
26066,,
26067,,
26068,,
26069,,
26070,,
26071,,
26072,,
26073,,
26074,,
26075,,
26076,,
26077,,
26078,,
26079,,
26080,,
26081,,
26082,,
26083,,
26084,,
26085,,
26086,,
26087,,
26088,,
26089,,
26090,,
26091,,
26092,,
26093,,
26094,,
26095,,
26096,,
26097,,
26098,,
26099,,
26100,,
26101,,
26102,,
26103,,
26104,,
26105,,
26106,,
26107,,
26108,,
26109,,
26110,,
26111,,
26112,,
26113,,
26114,,
26115,,
26116,,
26117,,
26118,,
26119,,
26120,,
26121,,
26122,,
26123,,
26124,,
26125,,
26126,,
26127,,
26128,,
26129,,
26130,,
26131,,
26132,,
26133,,
26134,,
26135,,
26136,,
26137,,
26138,,
26139,,
26140,,
26141,,
26142,,
26143,,
26144,,
26145,,
26146,,
26147,,
26148,,
26149,,
26150,,
26151,,
26152,,
26153,,
26154,,
26155,,
26156,,
26157,,
26158,,
26159,,
26160,,
26161,,
26162,,
26163,,
26164,,
26165,,
26166,,
26167,,
26168,,
26169,,
26170,,
26171,,
26172,,
26173,,
26174,,
26175,,
26176,,
26177,,
26178,,
26179,,
26180,,
26181,,
26182,,
26183,,
26184,,
26185,,
26186,,
26187,,
26188,,
26189,,
26190,,
26191,,
26192,,
26193,,
26194,,
26195,,
26196,,
26197,,
26198,,
26199,,
26200,,
26201,,
26202,,
26203,,
26204,,
26205,,
26206,,
26207,,
26208,,
26209,,
26210,,
26211,,
26212,,
26213,,
26214,,
26215,,
26216,,
26217,,
26218,,
26219,,
26220,,
26221,,
26222,,
26223,,
26224,,
26225,,
26226,,
26227,,
26228,,
26229,,
26230,,
26231,,
26232,,
26233,,
26234,,
26235,,
26236,,
26237,,
26238,,
26239,,
26240,,
26241,,
26242,,
26243,,
26244,,
26245,,
26246,,
26247,,
26248,,
26249,,
26250,,
26251,,
26252,,
26253,,
26254,,
26255,,
26256,,
26257,,
26258,,
26259,,
26260,,
26261,,
26262,,
26263,,
26264,,
26265,,
26266,,
26267,,
26268,,
26269,,
26270,,
26271,,
26272,,
26273,,
26274,,
26275,,
26276,,
26277,,
26278,,
26279,,
26280,,
26281,,
26282,,
26283,,
26284,,
26285,,
26286,,
26287,,
26288,,
26289,,
26290,,
26291,,
26292,,
26293,,
26294,,
26295,,
26296,,
26297,,
26298,,
26299,,
26300,,
26301,,
26302,,
26303,,
26304,,
26305,,
26306,,
26307,,
26308,,
26309,,
26310,,
26311,,
26312,,
26313,,
26314,,
26315,,
26316,,
26317,,
26318,,
26319,,
26320,,
26321,,
26322,,
26323,,
26324,,
26325,,
26326,,
26327,,
26328,,
26329,,
26330,,
26331,,
26332,,
26333,,
26334,,
26335,,
26336,,
26337,,
26338,,
26339,,
26340,,
26341,,
26342,,
26343,,
26344,,
26345,,
26346,,
26347,,
26348,,
26349,,
26350,,
26351,,
26352,,
26353,,
26354,,
26355,,
26356,,
26357,,
26358,,
26359,,
26360,,
26361,,
26362,,
26363,,
26364,,
26365,,
26366,,
26367,,
26368,,
26369,,
26370,,
26371,,
26372,,
26373,,
26374,,
26375,,
26376,,
26377,,
26378,,
26379,,
26380,,
26381,,
26382,,
26383,,
26384,,
26385,,
26386,,
26387,,
26388,,
26389,,
26390,,
26391,,
26392,,
26393,,
26394,,
26395,,
26396,,
26397,,
26398,,
26399,,
26400,,
26401,,
26402,,
26403,,
26404,,
26405,,
26406,,
26407,,
26408,,
26409,,
26410,,
26411,,
26412,,
26413,,
26414,,
26415,,
26416,,
26417,,
26418,,
26419,,
26420,,
26421,,
26422,,
26423,,
26424,,
26425,,
26426,,
26427,,
26428,,
26429,,
26430,,
26431,,
26432,,
26433,,
26434,,
26435,,
26436,,
26437,,
26438,,
26439,,
26440,,
26441,,
26442,,
26443,,
26444,,
26445,,
26446,,
26447,,
26448,,
26449,,
26450,,
26451,,
26452,,
26453,,
26454,,
26455,,
26456,,
26457,,
26458,,
26459,,
26460,,
26461,,
26462,,
26463,,
26464,,
26465,,
26466,,
26467,,
26468,,
26469,,
26470,,
26471,,
26472,,
26473,,
26474,,
26475,,
26476,,
26477,,
26478,,
26479,,
26480,,
26481,,
26482,,
26483,,
26484,,
26485,,
26486,,
26487,,
26488,,
26489,,
26490,,
26491,,
26492,,
26493,,
26494,,
26495,,
26496,,
26497,,
26498,,
26499,,
26500,,
26501,,
26502,,
26503,,
26504,,
26505,,
26506,,
26507,,
26508,,
26509,,
26510,,
26511,,
26512,,
26513,,
26514,,
26515,,
26516,,
26517,,
26518,,
26519,,
26520,,
26521,,
26522,,
26523,,
26524,,
26525,,
26526,,
26527,,
26528,,
26529,,
26530,,
26531,,
26532,,
26533,,
26534,,
26535,,
26536,,
26537,,
26538,,
26539,,
26540,,
26541,,
26542,,
